date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
06/30/2023,Hollywood Studios (45-54),For load:In 6 minutes800m RunHeavy Single Snatch-rest 2 minutes-For time:8 Power Snatches (135/95)800m Run*Comment time for part 2 in notes.,135,135,Load,,"[{""success"":true,""load"":135}]",125-135 + 5”36125 SN + 5”45,SCALED,
06/30/2023,Front Rack Step Up 5x10,10 Barbell Front Rack Step Ups @ 6/10 RPE10 Barbell Front Rack Step Ups @ 6.5/10 RPE10 Barbell Front Rack Step Ups @ 7/10 RPE10 Barbell Front Rack Step Ups @ 7.5/10 RPE10 Barbell Front Rack Step Ups @ 7.5/10 RPE*5 each leg.,85,85,Load,Front Rack Step Up,"[{""success"":true,""load"":45},{""success"":true,""load"":65},{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":85}]",,RX,
06/30/2023,Movement Prep,3 Sets:6 Double Dumbbell Deadlift + 6 Double Dumbbell Hang Squat Clean + 6 Double Dumbbell Split Jerk5 Muscle Clean @ 5/10 RPE*You will need a pair of dumbbells for the DB Complex and a Barbell for the Muscle Cleans.,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
07/03/2023,"""America the Beautiful"" (45-54)",5 sets:20 Push Ups20 GHD Sit Ups-rest 1:1 b/t sets-,435,07:15,,,"[{""secs"":20,""mins"":1},{""secs"":25,""mins"":1},{""secs"":30,""mins"":1},{""secs"":30,""mins"":1},{""secs"":30,""mins"":1}]",Abmat ,RX,
07/03/2023,Pause Snatch Pull + Pause Snatch 4-4-4-2-2,2 Pause Snatch Pull + 2 Pause Snatch @ 6/10 RPE 2 Pause Snatch Pull + 2 Pause Snatch @ 6.5/10 RPE 2 Pause Snatch Pull + 2 Pause Snatch @ 7/10 RPE1  Pause Snatch Pull + 1 Pause Snatch @ 7.5/10 RPE1  Pause Snatch Pull + 1 Pause Snatch @ 7.5/10 RPEPause Snatch Pull: Pause at the top of the extension for 1 secondPause Snatch: Pause in the receiving position for 3 seconds,75,75,Load,Pause Snatch Pull + Pause Snatch,"[{""success"":true,""load"":45},{""success"":true,""load"":55},{""success"":true,""load"":65},{""success"":true,""load"":75},{""success"":true,""load"":75}]",,RX,
07/03/2023,Accessory Work,3 Sets 10 Barbell Back Extensions 20 Heavy Kettlebell Side Bends (10 each side):30 Ring Support L Sit Hold (or knees up),1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
07/03/2023,Movement Prep,3 Sets6 Double Dumbbell Sumo Deadlift + 6 Single Arm Dumbbell Hang Squat Snatch Right Arm +  6 Single Arm Dumbbell Hang Squat Snatch Left Arm + 6 Double Dumbbell Overhead Lunges (3/leg)5 Slow Motion Muscle Snatch  + 3 SLOW Overhead Squat + 3 Heel Elevated Sotts Press (use empty barbell)*These DB complexes are meant to be unbroken. Start lighter to get a good rhythm and then build to a challenging weight by the 3rd set.,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
07/03/2023,Pause Back Squat + 1 ¼ Back Squat + Back Squat 5-5-4-4-3,1 Pause Back Squat + 2 (1 ¼ Back Squat) + 2 Back Squat @ 6/10 RPE1 Pause Back Squat + 2 (1 ¼ Back Squat) + 2 Back Squat @ 6.5/10 RPE1 Pause Back Squat + 1 (1 ¼ Back Squat) + 2 Back Squat @ 7/10 RPE1 Pause Back Squat + 1 (1 ¼ Back Squat) + 2 Back Squat@ 7/10 RPE1 Pause Back Squat + 1 (1 ¼ Back Squat) + 1 Back Squat @ 7.5/10 RPE* Pause for 2 seconds in the bottom of the squat,175,175,Load,Pause Back Squat + ¼ Back Squat + Back Squat,"[{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":165},{""success"":true,""load"":175},{""success"":true,""load"":175}]",,RX,
07/04/2023,Clean Deadlift + Floating Power Clean + Pause Split Jerk 5x3,"1 Clean Deadlift + 1 Floating Power Clean + Pause Split Jerk @ 6/10 RPE 1 Clean Deadlift + 1 Floating Power Clean + Pause Split Jerk @ 6.5/10 RPE 1 Clean Deadlift + 1 Floating Power Clean + Pause Split Jerk @ 7/10 RPE 1 Clean Deadlift + 1 Floating Power Clean + Pause Split Jerk @ 7.5/10 RPE 1 Clean Deadlift + 1 Floating Power Clean + Pause Split Jerk @ 8/10 RPE * Pause for 2 seconds in catch of the split jerk**So, you will deadlift the bar up, and then, for the floating clean, bring the barbell back down to just above the ground (do not allow the bar to touch the ground!) and then clean it**",135,135,Load,Clean Deadlift + Floating Power Clean + Pause Split Jerk,"[{""success"":true,""load"":75},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":135}]",,RX,
07/04/2023,Succssory,3 Sets10 Double Dumbbell Pause Bulgarian Split Squat (pause for 2 seconds at the bottom of each rep) (5 each leg)10 Single Arm Dumbbell Row w/Pause at the top of each rep (5 each arm)10 Dumbbell Chest Flies,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
07/04/2023,Push Press 5-5-3-3-1-1,5 Push Press @ 6/10 RPE5 Push Press @ 6.5/10 RPE3 Push Press @ 7/10 RPE3 Push Press @ 7.5/10 RPE1 Push Press @ 8/10 RPE1 Push Press @ 9/10 RPE*5 Heavy Double Dumbbell Seated Strict Press after each set.,135,135,Load,Push Press,"[{""success"":true,""load"":75},{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":135}]",,RX,
07/05/2023,“American Flag on the Moon” (45-54),Part A AMRAP 15 Minutes5-10-15-20-25…Row (calories)Ski (calories)Bike Erg (calories) -Rest 3 Minutes-Part BFor Time (score your time in the comments):Total Row Calories from Part A-into-Total Ski Calories from Part A -into-Total Bike Erg Calories from Part A*Comment Part B Score (time) in notes.SEE WORKOUT PREP NOTES FOR SUBSTITUTIONS!!!!,130,130,Calories,,"[{""calories"":130}]",50 rower 6:30”50 burpees 5”1530 rower 3”26,RX,
07/05/2023,Tempo Front Squat + Front Squat 5x3,"1 Tempo Front Squat + 2 Front Squat @ 6/10 RPE  1 Tempo Front Squat + 2 Front Squat @ 7/10 RPE  1 Tempo Front Squat + 2 Front Squat @ 7.5/10 RPE  1 Tempo Front Squat + 2 Front Squat @ 8/10 RPE  1 Tempo Front Squat + 2 Front Squat @ 8/10 RPE  *Tempo is 3 sec down, 3 sec hold.",135,135,Load,Tempo Front Squat + Front Squat,"[{""success"":true,""load"":75},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":135}]",,RX,
07/05/2023,Successory,"3 Sets:30 Nose To Wall Hand Stand Hold + 10 Handstand Shoulder Taps50ft Double Dumbbell Overhead CarryCrossover Symmetry I,T,Y’s x 5 each position",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
07/07/2023,Bench Press 5-5-5-4-4,5 Bench Press @ 6/10 RPE5 Bench Press @ 7/10 RPE5 Bench Press @ 7.5/10 RPE4 Bench Press @ 8/10 RPE4 Bench Press @ 8/10 RPE*10x 4in Deficit Push Up after each set.,155,155,Load,Bench Press,"[{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":135},{""success"":true,""load"":145},{""success"":true,""load"":155}]",,RX,
07/07/2023,Mayhem Gymnastics [MG Cycle 10]  Handstand Course/Core Strength Week 5,FOR TIME:2 rounds of:15 Med Ball GHD [ 20/14 wall ball]15 Ring Support Tuck Ups--rest 1 minute--1 round of:30 Ring Support Tucks Ups30 Med Ball GHD [20/14 wall ball]* score includes the 1 minute rest,480,08:00,,,"[{""secs"":0,""mins"":8}]",,RX,
07/07/2023,“God Bless America” (45-54),5 Rounds60 Double Unders (OR 45 Crossover Single Unders)7 Thrusters (115/80),420,07:00,,,"[{""secs"":0,""mins"":7}]",,SCALED,
07/07/2023,Movement Prep,3 Sets6 Double Kettlebell Deadlift + 6 Double Kettlebell Swings + 6 Double Kettlebell Squat Clean + 3 Double Kettlebell Split Jerk4 Muscle Clean @ 6/10 RPE*You will need a pair of kettlebells for the Kettlebell Complex and a Barbell for the Muscle Cleans.,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
07/07/2023,Back Rack Lunge 10-10-8-8-6,10 Barbell Back Rack Lunges (5 + 5) @ 6/10 RPE10 Barbell Back Rack Lunges (5 + 5) @ 6.5/10 RPE8 Barbell Back Rack Lunges (4 + 4) @ 7/10 RPE8 Barbell Back Rack Lunges (4 + 4) @ 7.5/10 RPE6 Barbell Back Rack Lunges (3 +3) @ 8/10 RPE,135,135,Load,Back Rack Lunge,"[{""success"":true,""load"":65},{""success"":true,""load"":85},{""success"":true,""load"":105},{""success"":true,""load"":115},{""success"":true,""load"":135}]",,RX,
07/10/2023,Pause Back Squat + Back Squat 5-5-4-4-4,1 Pause Back Squat + 4 Back Squat @ 6.5/10 RPE1 Pause Back Squat + 4 Back Squat @ 6.5/10 RPE1 Pause Back Squat + 3 Back Squat @ 7/10 RPE1 Pause Back Squat + 3 Back Squat@ 8/10 RPE1 Pause Back Squat + 3 Back Squat @ 8/10 RPE*Pause for 2 seconds in bottom of the squat,165,165,Load,Pause Back Squat + Back Squat,"[{""success"":true,""load"":135},{""success"":true,""load"":165},{""success"":true,""load"":165},{""success"":true,""load"":165},{""success"":true,""load"":165}]",,RX,
07/10/2023,Movement Prep,"3 Sets5 Dumbbell Single Arm Suitcase Hold Heel Elevated Squat (Right Arm) + 5 Dumbbell Single Arm Suitcase Hold Heel Elevated Squat (Left Arm) + 4 Dumbbell Single Arm Squat Snatch (Right Arm) +  4 Dumbbell Single Arm Squat Snatch Left Arm + 3 Dumbbell Single Arm Step Ups Right Arm + 3 Dumbbell Single Arm Step Ups left arm 5 Heel Elevated Snatch Pressing Snatch Balance + 3 Tall Snatches (2”,4”,full squat) + 3 Heaving Snatch Balance (use empty barbell)*The DB complexes are meant to be unbroken. Start lighter to get a good rhythm and then build to a challenging weight by the 3rd set.",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
07/10/2023,Snatch 3-2-1-3-2-1-1-1 [Technique Work],"3 Snatch @ 6/10 RPE2 Snatch @ 6.5/10 RPE1 Snatch @ 7/10 RPE3 Snatch @ 6/10 RPE2 Snatch @ 6.5/10 RPE1 Snatch @ 7/10 RPE1 Snatch @ 7/10 RPE1 Snatch @ 7/10 RPE**Any time you see “technique work”, know that the focus is speed and perfection, NOT loading. This is your time to work on dialing in those consistent issues with your technique.**",48,48,Load,Snatch,"[{""success"":true,""load"":45},{""success"":true,""load"":45},{""success"":true,""load"":45},{""success"":true,""load"":45},{""success"":true,""load"":45},{""success"":true,""load"":45},{""success"":true,""load"":48},{""success"":true,""load"":45}]",,SCALED,
07/11/2023,Deadlift 8-8-6-6-6,8 Deadlift @ 7.5/10 RPE8 Deadlift @ 7.5/10 RPE6 Deadlift @ 8/10 RPE6 Deadlift @ 8.5/10 RPE6 Deadlift @ 8.5/10 RPE,225,225,Load,Deadlift,"[{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":205},{""success"":true,""load"":225},{""success"":true,""load"":225}]",,RX,
07/11/2023,Successory,3 Sets14 Double Dumbbell Pulse Bulgarian Split Squat (pulse at the bottom of each rep) (7 each leg)10 Double Dumbbell Chinese Row w/Pause at the top of each rep 15 Dumbbell Chest Flies,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
07/11/2023,Gouda (45-54),3 Rounds25 Dumbbell Snatches (50/35)25 Toes to bar,486,08:06,,,"[{""secs"":6,""mins"":8}]",,SCALED,
07/12/2023,Pause Clean Deadlift at Mid Thigh + Clean Pull from that mid thigh position + Clean  + Pause Push Jerk 5x4,1 Pause Clean Deadlift at Mid Thigh + 1 Clean Pull from that mid thigh position + 1 Clean  + 1 Pause Push Jerk @ 6.5/10 RPE 1 Pause Clean Deadlift at Mid Thigh + 1 Clean Pull from that mid thigh position + 1 Clean  + 1 Pause Push Jerk @ 7/10 RPE 1 Pause Clean Deadlift at Mid Thigh + 1 Clean Pull from that mid thigh position + 1 Clean  + 1 Pause Push Jerk @ 7.5/10 RPE 1 Pause Clean Deadlift at Mid Thigh + 1 Clean Pull from that mid thigh position + 1 Clean  + 1 Pause Push Jerk @ 8/10 RPE 1 Pause Clean Deadlift at Mid Thigh + 1 Clean Pull from that mid thigh position + 1 Clean  + 1 Pause Push Jerk @ 8.5/10 RPE *Pause Clean Deadlift is for two seconds at mid thigh.**Pause Push Jerk is for two seconds in receive position.,135,135,Load,Pause Clean Deadlift at Mid Thigh + Clean Pull from that mid thigh position + Clean  + Pause Push Jerk,"[{""success"":true,""load"":75},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":135}]",,RX,
07/12/2023,Feta (45-54),AMRAP 20 Minutes500m Row15 Burpees over Rower400m Run15 Burpees over Rower*Score every 10m as a rep.,2.065,2+65,Rounds + Reps,,"[{""rnds"":2,""reps"":65}]",,RX,
07/12/2023,Successory,"3 Sets5 Wall Walks + :30-:45 Nose to Wall Handstand Hold50ft Double Dumbbell Overhead Carry (every 10ft do a Double Dumbbell Push Press)Crossover Symmetry I,T,Y’s (5 each position)",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
07/12/2023,Pause Front Squat + Front Squat 5x3,1 Pause Front Squat + 2 Front Squat @ 7/10 RPE  1 Pause Front Squat + 2 Front Squat @ 7.5/10 RPE  1 Pause Front Squat + 2 Front Squat @ 8/10 RPE  1 Pause Front Squat + 2 Front Squat @ 8.5/10 RPE  1 Pause Front Squat + 2 Front Squat @ 8.5/10 RPE  *Pause Front Squat is 3 seconds in the bottom of the squat.,125,125,Load,Pause Front Squat + Front Squat,"[{""success"":true,""load"":75},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":125}]",,RX,
07/14/2023,Dumbbell Bench Press 10-10-8-8-6,10 Dumbbell Bench Press @ 6.5/10 RPE10 Dumbbell Bench Press @ 7.5/10 RPE8 Dumbbell Bench Press @ 8/10 RPE8 Dumbbell Bench Press @ 8.5/10 RPE6 Dumbbell Bench Press @ 9/10 RPE*10 Speed Push Up after each set.,55,55,Load,Dumbbell Bench Press,"[{""success"":true,""load"":35},{""success"":true,""load"":40},{""success"":true,""load"":45},{""success"":true,""load"":50},{""success"":true,""load"":55}]",,RX,
07/14/2023,Cheddar (45-54),"4 Rounds:15 Bar Muscle Ups (Split as desired)15 Synchro Front Squats (95/65)30ft Handstand Walk (each, at the same time)Individual Version:4 Rounds:8 Bar Muscle Ups15 Front Squats (95/65)30ft Handstand Walk",851,14:11,,,"[{""secs"":11,""mins"":14}]",,SCALED,
07/14/2023,Movement Prep,3 Sets5 Double Kettlebell Swings + 4 Double Kettlebell Hang Squat Clean + 3 Double Kettlebell Hang Clusters3 Muscle Clean @ 7/10 RPE*You will need a pair of kettlebells for the KB Complex and a Barbell for the Muscle Cleans.,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
07/14/2023,Back Rack Step Up 10-10-8-8-6,10 Barbell Back Rack Step Ups (5/leg) @ 7/10 RPE10 Barbell Back Rack Step Ups @ 7.5/10 RPE8 Barbell Back Rack Step Ups @ 8/10 RPE8 Barbell Back Rack Step Ups @ 8.5/10 RPE6 Barbell Back Rack Step Ups @ 9/10 RPE,115,115,Load,Back Rack Step Up,"[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115}]",,RX,
07/17/2023,Jersey Mikes (45-54),5 sets300m Run10 Shoulder to Overhead (115/80)4 Ring Muscle Ups-Rest :90 between sets-,1275,21:15,,,"[{""secs"":2,""mins"":4},{""secs"":10,""mins"":4},{""secs"":15,""mins"":4},{""secs"":23,""mins"":4},{""secs"":25,""mins"":4}]",,RX,
07/17/2023,Back Squat 5-5-5-3-3-3,5 Back Squat @ 6.5/10 RPE5 Back Squat @ 7/10 RPE5 Back Squat @ 7.5/10 RPE3 Back Squat @ 8/10 RPE3 Back Squat @ 8.5/10 RPE3 Back Squat @ 9/10 RPE,185,185,Load,Back Squat,"[{""success"":true,""load"":135},{""success"":true,""load"":145},{""success"":true,""load"":155},{""success"":true,""load"":165},{""success"":true,""load"":175},{""success"":true,""load"":185}]",,RX,
07/17/2023,Movement Prep,"3 Sets10 Dumbbell Snatches (5 each arm) + 5 Alternating Split Hang Snatch Right Arm + 5 Alternating Split Hang Snatch Left Arm3 Tall Snatches (2”,4”,full squat) + 3 Tempo Overhead Squats (use empty barbell)*The dumbbell complexes are meant to be unbroken. Start lighter to get a good rhythm and then build to a challenging weight by the 3rd set.",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
07/17/2023,Pause Snatch Pull + Snatch Pull + Pause Snatch 5x3,1 Pause Snatch Pull + 1 Snatch Pull + 1 Pause Snatch @ 6/10 RPE1 Pause Snatch Pull + 1 Snatch Pull + 1 Pause Snatch @ 6.5/10 RPE1 Pause Snatch Pull + 1 Snatch Pull + 1 Pause Snatch @ 7/10 RPE1 Pause Snatch Pull + 1 Snatch Pull + 1 Pause Snatch @ 7.5/10 RPE1 Pause Snatch Pull + 1 Snatch Pull + 1 Pause Snatch @ 8/10 RPE*Pause Snatch Pull: pause at the top of the extension for 1 second.**Pause Snatch: pause in the receiving position for 3 seconds.,105,105,Load,Pause Snatch Pull + Snatch Pull + Pause Snatch,"[{""success"":true,""load"":65},{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":true,""load"":105}]",,RX,
07/18/2023,Jimmy Johns (45-54),3 rounds:15/12 Calorie Assault Bike12 Deadlifts (165/115)9 Box Jump Overs (24/20)-rest 3 minutes-For time:27 Box Jump Overs (24/20)36 Deadlifts (165/115)45/36 Calorie Assault Bike*Sub 12/10 and 36/28 Calorie Echo Bike as Rx’d if needed,1278,21:18,,,"[{""secs"":30,""mins"":12},{""secs"":48,""mins"":8}]",Box Step ups,SCALED,
07/18/2023,Seated Double DB Shoulder Press 5x5,5 Seated Double Dumbbell Strict Press @ 6.5/10 RPE5 Seated Double Dumbbell Strict Press @ 7/10 RPE5 Seated Double Dumbbell Strict Press @ 7.5/10 RPE5 Seated Double Dumbbell Strict Press @ 8/10 RPE5 Seated Double Dumbbell Strict Press @ 8.5/10 RPE*5 Barbell Behind the Neck Push Press after each set.,45,45,Load,Seated Double DB Shoulder Press,"[{""success"":true,""load"":25},{""success"":true,""load"":30},{""success"":true,""load"":35},{""success"":true,""load"":40},{""success"":true,""load"":45}]",,RX,
07/18/2023,Deadlift 5x5,5 Deadlift @ 7.5/10 RPE5 Deadlift @ 8/10 RPE5 Deadlift @ 8.5/10 RPE5 Deadlift @ 8.5/10 RPE5 Deadlift @ 9/10 RPE,205,205,Load,Deadlift,"[{""success"":true,""load"":145},{""success"":true,""load"":165},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":205}]",,RX,
07/19/2023,Successory,"3 Sets3x 1 Wall Walk + 10 Handstand hold Shoulder Taps (1+10)50 ft Double Dumbbell Overhead Carry + 10 Alternating Single Arm Dumbbell Push Press (Walk 50ft and then perform the 10 single arm push press)Crossover Symmetry I,T,Y’s x 5 each position",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
07/19/2023,Clean & Jerk [Technique Work] 2-2-2-1-1-1,2 Clean and Jerk @ 6.5/10 RPE 2 Clean and Jerk @ 7/10 RPE 2 Clean and Jerk @ 7.5/10 RPE 1 Clean and Jerk @ 8/10 RPE 1 Clean and Jerk @ 8/10 RPE 1 Clean and Jerk @ 8/10 RPE,125,125,Load,Clean & Jerk,"[{""success"":true,""load"":45},{""success"":true,""load"":65},{""success"":true,""load"":85},{""success"":true,""load"":105},{""success"":true,""load"":125},{""success"":true,""load"":125}]",,RX,
07/19/2023,Pause Front Squat + Front Squat 5-4-2-2-2,2 Pause Front Squat + 3 Front Squat @ 7/10 RPE  2 Pause Front Squat + 2 Front Squat @ 7.5/10 RPE  1 Pause Front Squat + 1 Front Squat @ 8/10 RPE  1 Pause Front Squat + 1 Front Squat @ 8.5/10 RPE  1 Pause Front Squat + 1 Front Squat @ 9/10 RPE  *Pause is a 3 sec hold at the bottom.,105,105,Load,Pause Front Squat + Front Squat,"[{""success"":true,""load"":65},{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":true,""load"":105}]",,RX,
07/19/2023,Firehouse Subs (45-54),50 Wall Balls (20/14) (10/9)30 GHD Sit Ups50/40 Calorie Row30 GHD Sit Ups50 Wall Balls (20/14) (10/9),728,12:08,,,"[{""secs"":8,""mins"":12}]",,SCALED,
07/21/2023,"""Larry"" (45-54)",Partner Larry21-18-15-12-9-6-3Synchro Front squats (95/65)Synchro Bar-facing burpees*150m Sandbag Bear Hug Carry with (100/70) (OR 150m Farmers Carry (2x50/35) OR 100m Sandbag Bear Hug Carry with (150/100)) after each round (Switch as desired on carry)Individual version:21-18-15-12-9-6-3Front squats (95/65)Bar-facing burpees*75m Sandbag Bear Hug Carry with (100/70) (OR 75m Farmers Carry (2x50/35) after each round OR 50m Sandbag Bear Hug Carry with (150/100)),1472,24:32:00,,,"[{""secs"":32,""mins"":24}]",Individual ,RX,
07/21/2023,Back Rack Lunge 4x20,20 Barbell Back Rack Walking Lunges @ 7/10 RPE20 Barbell Back Rack Walking Lunges @ 7.5/10 RPE20 Barbell Back Rack Walking Lunges @ 8/10 RPE20 Barbell Back Rack Walking Lunges @ 8.5/10 RPE,115,115,Load,Back Rack Lunge,"[{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115}]",,RX,
07/21/2023,Movement Prep,3 Sets6 Double Dumbbell Deadlifts + 5 Double Dumbbell Hang Squat Clean + 4 Double Dumbbell Split Jerks (2 each leg)4 Muscle Clean @ 7/10 RPE*You will need a pair of dumbbells for the DB Complex and a Barbell for the Muscle Cleans.,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
07/24/2023,Back Squat 5x3,3 Back Squat @ 7/10 RPE3 Back Squat @ 7.5/10 RPE3 Back Squat @ 7.5/10 RPE3 Back Squat @ 8/10 RPE3 Back Squat @ 8/10 RPE,195,195,Load,Back Squat,"[{""success"":true,""load"":135},{""success"":true,""load"":165},{""success"":true,""load"":165},{""success"":true,""load"":195},{""success"":true,""load"":195}]",,RX,
